,P,E,Q
2013-02-16,1.700000048,27.04333369,0.4345
2013-02-17,1.833333373,26.30666606,0.478
2013-02-18,4.76666673,21.02666601,0.4749
2013-02-19,28.09999975,25.69666672,0.5066
2013-02-20,15.16666635,29.11333402,0.9759
2013-02-21,0.066666668,28.97333336,0.667
2013-02-22,0.166666669,29.62666639,0.5134
2013-02-23,0,31.23333295,0.4593
2013-02-24,0.200000005,29.44333331,0.4258
2013-02-25,24.56666629,24.9666659,0.5097
2013-02-26,146.399999,22.70999972,23.7389
2013-02-27,65.0333341,25.60999997,83.2529
2013-02-28,4.233333429,26.68333308,14.8484
2013-03-01,0.499999995,23.08666674,5.9336
2013-03-02,69.29999797,22.33999952,10.0361
2013-03-03,27.30000051,25.14333344,35.521
2013-03-04,10.30000019,22.83333333,8.3081
2013-03-05,0.966666679,26.46666654,6.5465
2013-03-06,0,26.00999959,3.6692
2013-03-07,2.800000032,24.85333379,2.1961
2013-03-08,2.433333317,25.78333346,1.7883
2013-03-09,1.333333294,24.88333384,1.4955
2013-03-10,0,26.09333356,1.2314
2013-03-11,0,26.25000064,1.0648
2013-03-12,0,26.06333351,0.9187
2013-03-13,0,26.26999982,0.8329
2013-03-14,0,27.25999959,0.772
2013-03-15,0,27.94000053,0.7036
2013-03-16,0,28.62666639,0.6427
2013-03-17,0,30.06666629,0.6098
2013-03-18,0,25.57000033,0.5843
2013-03-19,0.633333325,24.40999985,0.5588
2013-03-20,6.033333302,21.89333407,0.5507
2013-03-21,9.833333333,24.79333305,0.6825
2013-03-22,0.200000005,27.21666654,0.7142
2013-03-23,0,28.51000023,0.5681
2013-03-24,0,29.02333323,0.5234
2013-03-25,0,28.1766669,0.4855
2013-03-26,0,26.93333371,0.4593
2013-03-27,0,26.9533329,0.4289
2013-03-28,0.699999988,26.84333356,0.3984
2013-03-29,0,27.49333382,0.3935
2013-03-30,0,25.87666702,0.3779
2013-03-31,0.400000006,26.30666606,0.3593
2013-04-01,15.80000019,25.67999967,0.3574
2013-04-02,0.533333341,26.39666684,0.4127
2013-04-03,0,26.70666695,0.3866
2013-04-04,0.433333332,25.61666679,0.3431
2013-04-05,0.166666669,23.09000015,0.3176
2013-04-06,0.566666663,24.08666611,0.2996
2013-04-07,2.900000016,19.87333298,0.2965
2013-04-08,3.066666683,24.80333392,0.2977
2013-04-09,0,24.13000043,0.3052
2013-04-10,0.300000007,20.06333351,0.2903
2013-04-11,0,22.21333377,0.2778
2013-04-12,2.333333333,23.47333336,0.2778
2013-04-13,0,22.82000033,0.2778
2013-04-14,7.03333346,24.82000033,0.2909
2013-04-15,0,25.69666672,0.3183
2013-04-16,0.900000016,26.3566672,0.3071
2013-04-17,0.866666655,27.32666715,0.2834
2013-04-18,0,27.37333298,0.266
2013-04-19,0,27.66999944,0.253
2013-04-20,0,25.16000048,0.2393
2013-04-21,0,24.1766669,0.2275
2013-04-22,0,27.06333288,0.2163
2013-04-23,0,28.89999962,0.2076
2013-04-24,12.36666679,26.70333354,0.276
2013-04-25,0,25.95333354,0.5862
2013-04-26,0,25.18666649,0.3605
2013-04-27,0,24.56999969,0.2723
2013-04-28,0,25.14666684,0.2306
2013-04-29,0,25.00333341,0.207
2013-04-30,0,24.95000013,0.1939
2013-05-01,0,24.95333354,0.1859
2013-05-02,0,25.91666667,0.1796
2013-05-03,0,23.69000053,0.1734
2013-05-04,0,24.61666679,0.1678
2013-05-05,0,24.71999995,0.1635
2013-05-06,0.633333345,21.08666611,0.1579
2013-05-07,2.100000024,23.01333364,0.1548
2013-05-08,0.066666668,21.42000008,0.1529
2013-05-09,0.833333343,23.19666672,0.1504
2013-05-10,0,22.58000056,0.1473
2013-05-11,0,23.20666695,0.1461
2013-05-12,0,22.39333344,0.1442
2013-05-13,0.100000001,23.28999964,0.1405
2013-05-14,5.466666698,21.92999967,0.1367
2013-05-15,1.266666691,20.53333346,0.1417
2013-05-16,2.433333317,16.0733331,0.156
2013-05-17,17.79999987,21.17000008,0.1585
2013-05-18,0,21.6899999,0.2194
2013-05-19,0,20.486667,0.1902
2013-05-20,0,20.32999992,0.1684
2013-05-21,0,18.37333298,0.1517
2013-05-22,0,15.52666632,0.1399
2013-05-23,5.099999905,20.15333366,0.1343
2013-05-24,0,17.52666664,0.1324
2013-05-25,0,20.53333282,0.1318
2013-05-26,0,21.16666667,0.1262
2013-05-27,0,21.82666651,0.1206
2013-05-28,0,20.14333344,0.1131
2013-05-29,5.166666508,19.48000018,0.1094
2013-05-30,0.866666675,21.40999985,0.1125
2013-05-31,0.933333317,20.15333303,0.1175
2013-06-01,0.233333339,20.19333331,0.115
2013-06-02,0.700000008,23.22333336,0.1144
2013-06-03,0.600000004,20.23666636,0.1137
2013-06-04,0,20.84333356,0.1113
2013-06-05,0.300000012,21.76999982,0.1038
2013-06-06,0,20.95999972,0.0963
2013-06-07,0,22.48999977,0.0951
2013-06-08,0,22.85000038,0.0945
2013-06-09,0.133333335,21.4266669,0.0926
2013-06-10,0.433333337,22.40999985,0.0914
2013-06-11,0.733333329,21.7966671,0.0901
2013-06-12,2.466666698,22.07999929,0.0889
2013-06-13,2.366666675,20.69666608,0.0901
2013-06-14,0.633333335,21.0600001,0.097
2013-06-15,0,18.79333305,0.1007
2013-06-16,0,17.83333397,0.0926
2013-06-17,0,19.82666651,0.0845
2013-06-18,0,18.9399999,0.0808
2013-06-19,0.533333341,17.3233331,0.0765
2013-06-20,0.400000006,16.95333354,0.0721
2013-06-21,1.933333357,12.50999991,0.0702
2013-06-22,0.033333334,17.51666641,0.0702
2013-06-23,0,18.48000018,0.0709
2013-06-24,0,19.09666634,0.0715
2013-06-25,0,18.01999982,0.0709
2013-06-26,0,16.58999983,0.069
2013-06-27,0,16.58333365,0.0684
2013-06-28,0,21.13666662,0.0684
2013-06-29,0,20.74666659,0.0678
2013-06-30,0,19.71000036,0.0671
2013-07-01,0.600000004,18.33333333,0.0671
2013-07-02,0.333333343,20.96999995,0.0671
2013-07-03,0.266666676,21.97000058,0.0671
2013-07-04,0.50000001,22.69999949,0.0671
2013-07-05,0.233333339,23.06333351,0.0684
2013-07-06,0,23.60333316,0.0733
2013-07-07,0,23.90000025,0.0758
2013-07-08,0,22.40666644,0.0746
2013-07-09,0.5,20.76666705,0.0727
2013-07-10,0.300000007,20.59333356,0.0702
2013-07-11,0,20.51666641,0.0678
2013-07-12,0,21.46999995,0.0671
2013-07-13,0,20.88333321,0.0671
2013-07-14,0,20.58666674,0.0671
2013-07-15,0,21.14000003,0.0671
2013-07-16,0,21.45333354,0.0671
2013-07-17,0.333333343,19.95000013,0.0653
2013-07-18,3,21.50333341,0.0646
2013-07-19,0.933333357,23.33333397,0.0653
2013-07-20,0,23.21000036,0.0678
2013-07-21,2.5,22.18333371,0.0684
2013-07-22,3,20.99999936,0.0715
2013-07-23,0.900000016,17.12333298,0.0715
2013-07-24,0.133333335,16.77333355,0.0684
2013-07-25,0,20.03333346,0.0634
2013-07-26,0,21.28333346,0.0609
2013-07-27,0,21.5,0.0597
2013-07-28,0,20.56333351,0.0591
2013-07-29,0,19.79000028,0.0584
2013-07-30,2.866666714,20.40333303,0.0591
2013-07-31,0.566666683,21.13333321,0.0615
2013-08-01,0,22.22666613,0.0622
2013-08-02,0,22.81333288,0.0622
2013-08-03,0,22.72666677,0.0603
2013-08-04,0,22.86333338,0.0591
2013-08-05,0,22.5600001,0.0572
2013-08-06,0,23.43666712,0.0541
2013-08-07,0,23.53666687,0.0535
2013-08-08,0,23.86333338,0.0535
2013-08-09,0,21.55333328,0.0535
2013-08-10,0,24.14333344,0.0566
2013-08-11,0,26,0.0572
2013-08-12,0,24.65333303,0.0578
2013-08-13,0,27.29666646,0.0578
2013-08-14,0,26.51666641,0.0578
2013-08-15,0,25.30000051,0.0603
2013-08-16,0,23.25666618,0.0615
2013-08-17,0,25.17333349,0.0591
2013-08-18,0,25.4266669,0.0572
2013-08-19,1.5,25.40333303,0.0572
2013-08-20,0,22.20999972,0.0572
2013-08-21,0,19.23333359,0.0578
2013-08-22,0,20.90333303,0.0541
2013-08-23,0,23.09666697,0.0503
2013-08-24,0,23.71999995,0.0491
2013-08-25,0,24.11333338,0.0503
2013-08-26,0,24.73333359,0.051
2013-08-27,0,25.21333313,0.051
2013-08-28,0,26.45333354,0.051
2013-08-29,0,25.71333313,0.0553
2013-08-30,0,25.51666641,0.0578
2013-08-31,0,26.84000015,0.0591
2013-09-01,0,27.5733331,0.0597
2013-09-02,0,25.12666639,0.0584
2013-09-03,0,23.69333331,0.0553
2013-09-04,0,23.14000003,0.0516
2013-09-05,0,23.13666598,0.0472
2013-09-06,0,24.21999995,0.0429
2013-09-07,0,25.02333323,0.0392
2013-09-08,0,25.29999987,0.0373
2013-09-09,0,24.14333344,0.0361
2013-09-10,0.166666669,24.52999942,0.0354
2013-09-11,0,30.6299998,0.0361
2013-09-12,0.333333343,31.84333229,0.0367
2013-09-13,0,30.84333356,0.0373
2013-09-14,0,30.35666656,0.0354
2013-09-15,0,32.5800012,0.0298
2013-09-16,0,27.32666715,0.0242
2013-09-17,0,29.21999995,0.0174
2013-09-18,0,29.35666656,0.0068
2013-09-19,0,31.18666649,0.0012
2013-09-20,0,28.41666667,0
2013-09-21,0,27.49666659,0
2013-09-22,0,27.64666684,0
2013-09-23,0,27.84999975,0
2013-09-24,0,29.83333333,0
2013-09-25,0,32.50999959,0
2013-09-26,0,34.27666601,0
2013-09-27,0.566666663,33.8333346,0
2013-09-28,0,25.37333361,0
2013-09-29,0,31.03333346,0
2013-09-30,1.166666667,29.48333359,0
2013-10-01,0.133333335,29,0
2013-10-02,0.166666669,30.30666669,0
2013-10-03,0,29.90999985,0
2013-10-04,0,25.16666603,0
2013-10-05,0,27.3233331,0
2013-10-06,0,31.05666733,0
2013-10-07,0,33.14333344,0
2013-10-08,0,30.84666634,0
2013-10-09,0,27.79333305,0
2013-10-10,0,28.99999936,0
2013-10-11,0,31.81666692,0
2013-10-12,0,29.73000018,0
2013-10-13,0,30.26666641,0
2013-10-14,0,28.3233331,0
2013-10-15,0,27.88666662,0
2013-10-16,0,27.35333379,0
2013-10-17,0,28.87333298,0
2013-10-18,0,28.73999977,0
2013-10-19,0,28.54000028,0
2013-10-20,0,28.67333349,0
2013-10-21,0,29.49333382,0
2013-10-22,0,30.01666641,0
2013-10-23,0,30.76999982,0
2013-10-24,0,32.63666662,0
2013-10-25,0.100000001,28.09333293,0
2013-10-26,0.200000005,29.27666664,0
2013-10-27,0,30.59999975,0
2013-10-28,0,29.53666623,0
2013-10-29,0.100000004,31.26333364,0
2013-10-30,20.09999975,29.84333293,0
2013-10-31,0.066666668,27.09000015,0
2013-11-01,0.400000001,26.13000043,0
2013-11-02,0,28.17333349,0
2013-11-03,0,31.03000005,0
2013-11-04,0,33.20000076,0
2013-11-05,0,26.26666705,0
2013-11-06,0,27.14000003,0
2013-11-07,0,28.97333336,0
2013-11-08,0,29.62333298,0
2013-11-09,0,31.33333333,0
2013-11-10,0,31.36666679,0
2013-11-11,0,29.15999985,0
2013-11-12,0.066666668,30.71666654,0
2013-11-13,2.633333286,31.11666679,0
2013-11-14,11.0666666,26.62333298,0
2013-11-15,49.00000127,29.97333336,0
2013-11-16,0.533333336,31.236667,0
2013-11-17,0,30.50999959,0
2013-11-18,9.333333174,27.80333328,0
2013-11-19,0,30.83333397,0
2013-11-20,0,32.35666656,0
2013-11-21,0,30.57000033,0
2013-11-22,3.800000032,28.01666705,0
2013-11-23,27.79999987,29.43666649,0
2013-11-24,2.533333341,30.57999992,0
2013-11-25,4.933333397,31.11666679,0
2013-11-26,0,29.61333338,0
2013-11-27,0.400000006,28.24666723,0
2013-11-28,0,28.95666695,0
2013-11-29,0,29.44666672,0
2013-11-30,0.5,28.80666669,0
2013-12-01,6.933333238,27.75666682,0
2013-12-02,0,27.09999975,0
2013-12-03,0,28.35999934,0
2013-12-04,0,29.36666616,0
2013-12-05,0,32.19666672,0
2013-12-06,0.233333337,29,0
2013-12-07,0,28.95333354,0
2013-12-08,0,28.97999954,0
2013-12-09,0,29.35999997,0
2013-12-10,0,31.60000038,0
2013-12-11,0.066666668,30.91333326,0
2013-12-12,37.16666667,21.77666728,0
2013-12-13,16.29999987,29.14999962,0
2013-12-14,0.066666668,30.47999954,0
2013-12-15,0,30.86333338,0
2013-12-16,0,29.75,0
2013-12-17,5.600000064,28.60999997,0
2013-12-18,0,27.34999975,0
2013-12-19,0,27.96666718,0
2013-12-20,0,28.34999975,0
2013-12-21,0,29.21999995,0
2013-12-22,0,29.08999952,0
2013-12-23,0,29.62333361,0
2013-12-24,0,31.32999992,0
2013-12-25,0,30.50333341,0
2013-12-26,0,32.30666669,0
2013-12-27,0,33.21000036,0
2013-12-28,14.0666666,32.59000015,0
2013-12-29,0.133333338,35.7733345,0
2013-12-30,0.066666668,37.18333181,0
2013-12-31,0,35.60000102,0
